urdu,roman-urdu
اوئن,hoan
مارلین,Marlyn
مہذب,mohazzab
شہر شہر,shahr-shahr
دھپڑ,dhappad
تپاں,Tapaan
نکسا,nuksaan
فعلا,fe'lan
فرنگستان,firangistaan
حیاساز,hayaa-saaz
عاشق صادق,aashiq-e-saadiq
کٹرملا,kuttar-mullaa
شاہلمت,shaahalmat
روہاب,Rohaab
حرف فاعلی,harf-e-faa'ilii
ابنیا,abniya
بے,bey mulk
مثبت پہلو,musbat-pahluu
رسد,rasad
تہنیت خوانی,tahniyat-khvaanii
لالئ,lalayi
مُنیم,Munim
بریچ,breach
جاتی,hai
نغمہ پیرا,nagma-pairaa
رنگ,chrrhnrang charhaana
خانۂ آئینہ,aaiina-khaana-e-'aalam
چرسیا,charasiyaa
آتی,hai
taftiiSH,waala
جرابیہ,jaraabiya
Eddie,eddie
دو پہلو,do-pahluu
تیز ہوا,tez-havaa
ہٹ,hat
دیو زادہ,dev-zaada
پرچھائیں,parchhaaiin
پھلسری,phulsirii
ٹن کٹر,tin-cutter
پیروکار,pairukar
پن چھٹی,pan-chhutii-daal
نا آسودہ,naa-aasuuda
عظیم,takhliiq
تم,ab
ٹھوکریں,thokaren
کلاب,kilaab
پرشکوہ,pur-shikoh
ایریا,area
سند,sanad
ریش,rish
بخش,bakhsh
تضمین,Tazmeen
سپلیمنٹری,supplimentry
رومانیہ,ruumaanii-afsaana
گیدڑ بھبکی,giidad-bhabkii
جارجیائی,georgiayi
نرم ہوا,narm havaa
پاملہ,Pamla
ہے,ho
بھا,bhaa
بھورلوک,bhuur-lok
جتوانا,jutvaanaa
کئے,ki
نکالنا ruu,sey binauley nikaalna
دھپڑا,dhappadaa
پونگڑی,puungdii
زرنگار,zarnigaar
تفصیل,kuch
لمز,lamz
نشریاتی,nashriyati
بے,beatnayi
بھاگوں,bhaagon-bhaag
پڑھا ہوا,padhaa huaa
چونگ,chong
ناجل,Najal
غوثہ,gaus-ul-aa'zam
آبشار,aabshar
میٹرو,mitro
اِلّا,illa
مرسوم امان,marsuum-amaan
ننگین,nangiin
لغت نویس,luggat-naviis
تنکا تنکا,tinkaa-tinkaa
دھکوڑی,dhakodii
مستشار قانونی,mustashaar-e-qaanuunii
خداوند مجاز,khudaavand-e-majaaz
پوچھ,poochh
قد آوری,qad-aavarii
پستول,pistaul-band
نماز پیشیں,namaaz-e-peshiin
محفوظ,mehfuz
ستم دیدہ,sitam-diida
عالی ہمم,aalii-hamam
عصام,Issam
عین غین,ain-gain
تماشے کی بات,tamaashe kii baat
مداروی,madaaravi
باندھے,baandhe
میکانیات,mekinia
شواہدی,shavaahidii
ہیزم,haizam
مائیاتی,maaiyyaatii
کھجوروں,aur
بلتی,Baltii
التباس,iltibaas
مؤفق,muwaffaq
دلفریب,dilfareb
کرنل,kernal
عبدالقادر,abdulqadir
ستانے,sataaney
حزین,haziin
تعجیلی,taa'jiilii
اشاریہ,ishaariya
قواعد,qawaaid
پورٹ,port
کسری,kasri
اصطباغی,istibaagii
سوما,somaa
تیری,terii
چگھڑا,chughdaa
مکتبۃ,maktaba
پنجہ نگاریں,panja-e-nigaariin
بھونڈی,bhondii
زبوں کلام,zabuun-kalaam
آنکھ کا لحاظ,aankh kaa lihaaz
لے,rakh
مچھلی نما,machhlii-numaa
نکاح ثانی,nikaah-e-saanii
ثالث نامہ,saalis-naama
اسامہ,Usama
والی,vaalii
اکزاز,ikzaaz
حشم,Hashm
لڑائیوں,ladayion
بڑی بہو,badii-bahuu
جکھن,jakhan
چپو,chappu
اسماء,asmaa
پرندوں,parindo
جان شکنی,jaan-shikanii
گرفتار کنندہ,giraftaar-kunanda
کارندے,kaarinde
خم آور,kham-aavar
تیز و تند,tez-o-tund
حق نگر,haq-nigar
اگٹاپیچی,ugtaapechii
زرتلافی,zar-e-talaafii
علاحدہ,alaahidah
نور کا مینھ,nuur kaa menh
معائیر,ma'aaiir
بنارسی,banaarsii
پراکتن,praaktan
ستارہ شجاعت,sitaara-e-shujaa'at
مہر خم,mohr-e-khamoshii
جنم ساکھی,janam-saakhii
کٹھور,kathor
گوشی,goshii
جائے گیر,jaa-e-giir
نمودار,namudaar
میز پوش,mez-posh
بردھا,bardhaa
فرہاد,farhad0786
منزل پیما,manzil-paimaa
ماعون,maa'uun
مصابیح,masaabiih
فنون جنگ,funuun-e-jang
خیفا,khaifaa
چالش,chaalish
چور پیٹ,chor-pet
قابو پانا,qaabuu paanaa
چوبی سرجیون,chobii-sarjiivan
نکھری محفل,nikhrii-mahfil
ایکولوجی,echology
اضطرام,iztiraam
جلم,jalam
مظلوم,mazlum
شریف SHariif,intj shbw saahabo
زنانہ اسکول,zanaana-school
حبوئی,Huboi
چھونا,chhuna
ججل,jajal
ملاحظات,mulaahazaat
تلوار کا وار,talvaar kaa vaar
اٹالا,ataalaa
پھٹکار,phitkar
گیتی آفرین,Geeti Afrin
تموز,Tamuz
سٹرونگ,strong
میچور,mature
بوچر,butcher
نئ,nayee
غایات,gaayaat
رنگین,rangeen
رائقہ,raaiqa
طائرنو,taair-e-nau
خانم,Khanam
معاہدہ,muaahide
راحت رسانی,raahat-rasaanii
پچھونرا,pichhaunraa
سرگرم,sar garm
ٹھانسنا,thaansnaa
منعمیں,munh men
ختم خواجگان,khatm-e-khvaajagaan
کی,groups
فینگ,fing
روماولی,romaavali
bayaan,guluukaari
برٹنی,briteny
جوتھیلی,juuthelii
عبد المالک,Abdul Malik
رضواں,rizvan
شورش پسند,shorish-pasand
چراغ پایہ,charaag-paaya
طوائف,twaaef
پیش نشین,pesh-nashiin
کالونی ،کوئٹہ,colony
ورن,varna
سکتی,sakte
مریم,maryam
ٹخنوں,takhnon
تروندہ,tiraundaa
دستاں زن,dastaan-zan
ڈانٹ ڈپٹ,daant-dapat
تعارفی,taarufi
دنیاوی,dunyaavi
عظیمہ,aziima
کریں,karenge
تخم افشانی,tukhm-afshaanii
پڑھتا/پڑھتی,padhta/padhti
خیرالانام,khair-ul-anaam
لحیان,lehyaan
برودھ,barodh
تنو,increased
مفقودالخبر,mafquud-ul-khabar
خاص محل,khaas mahal
چوکی ساز,chaukii-saaz
پنجر,pnpanjar
شخصی کیٹلاگ,shakhsii-catalogue
مطالعہ گاہ,mutaala'a-gaah
مقلدی,muqallidi
خبر احاد,khabar-e-ahaad
آہوے چین,aahuu-e-chiin
سنگ,sang-e
پھانک,phaank
ثنیہ,Saniyaah
بد,ki
گز,giz
قتیلہ,Qutaylah
فریدی,fareedi
اسٹار,star
سپاہیں,sipahen
البریہ,al-bariyah
صابرہ,saabira
پربھرم,paribharm
سحر,sahr
مل,se
رواجی آوارگی,rivaajii-aavaaragii
موکبیان سحر,maukiibyaan-e-sahar
کیا,us
ارشد,arshad
لوکاری,lokaarii
دار,hum
نجس,najis
تگاور,tagaavar
غانیہ,Ghaniyah
طنز,khy jn
نخس,nakhus
چھو,cho
بھگے,bhage-thodhe
بانگ,bang
موت کی خبر,maut kii khabar
اوزاروں,auzaaron
اجارا,ijara
خوش اقبال,Khush Iqbal
امیر موسم,amiir-e-mausam
رنگ بھوم,rang-bhuum
برشکال,barshikal
خمول,khumuul
روضہ کاظمین,rauza-e-kaazmeen
چڑھائی,chadaayi
بھاپ انجن,bhaap-engine
وجوہات,vujuuhaat
راه,raah
دھنوں,dhunon
چھڑاکی,chhadaakii
عقارب,uqaarib
KHuSHyaañ,manaaney waala
آئر,iristaanii
حشو ملیح,hashv-e-maliih
ایدین,Aydin
چینی کا خمیر,chiinii kaa khamiir
ہم بغل,ham-bagal
سہایا,si'aaya
نکہت آلود,nakhat-aaluud
چندی گڑھ,chandigarh
زیارت,ziyarat
انہماک,inhimaak
ساونی,saoni
تضاریس,tazaariis
سلیم الفطرت,saliim-ul-fitrat
اکبری,Akbari
عائد,aayed
ﺛمود,e
القدس,haziirat-ul-quds
انڈوا,indavaa
طیران,tairaan
چرکھاؤ,charkhaau
بھیشا,bhiishaa
کھڑ,khar
صرح,sarh
عنبر آمیز,ambar-aamez
امالی,imaalii
موڈرچ,modrich
میں,jahannam
ہپی,happy
اللہ,magar
عمل بالید,amal-e-bilyad
الہام,Alhaam
جڑتائی,jadataaii
روغنی نان,roghni naan jaana
حوصلے,hosle
ڈوک,dok
ناجیہ,Najiha
مینہا,menhaa
کر,kr
بلبلوں,bulbulon
سفیرہ,Safeerah
فريش,fresh
مائکا,maaikaa
الماش,ilm-e-ashyaa
ناکافی,naakaafii
کجا,kuja
المیہ,Almiya
دائنہ,Daiena
عبد المفی,Abdal Mufi
لفطی,Lufti
زیرکانہ,ziirakaana
مچیرا,macheraa
کسریٰ,kisra
آجاؤ,aa
عنایت,si
شورشی,shorishi
پائے لنگ,paa-e-lang
غالیہ سا,gaaliya-saa
دعائیں,du'aaen lenaa
بہکایا,behkaaya
بدبو,badboo
طنوز,tunuuz
قریب,qareeb
جبان,jabaan
عتبہ,Atabah
ہیچ مدان,hech-madaan
مرتاج,Martaj
صارفین,saarfeen
ترغیبی,targiibii
مچھلی خانہ,machhlii-khaana
ملاپ,milap
شوق سے,shauq se
اڈنڈ,adand
چھونپ,chhonip
حصار بند,hisaar-band
نان تر,naan-tar
جس,js
ہدایتکار,hidaayatkaar
کانا خط,kaanaa-khat
ہیمپشائر,hempshire
ببیز,babies
نشیش,nishesh
ہنوں,hunoon
صدقے میں,sadqe men
خوردکاری,khurd-kaarii
نرم خوئی,narm-khuuii
خورہ,khorah
منٹس,minutes
موئیدہ,Muidah
نفاست پسند,nafaasat-pasand
دیہک,daihik
باوجود,bawujud 
دلیہ,Dalia
ہاتھ لپک,haath lapak
یوم بدر,yaum-e-badr
بروتہ,barauta
کھلا ڈلا,khulaa-dulaa
نوا زن,navaa-zan
خلعت پوش,khil'at-posh
گھاؤ,ghaao
قواعد شرعیہ,qavaa'id-e-shar'iya
لیہی کاغذ,lehii-kaagaz
تیز مزاج,tez-mizaaj
پھاڑ,diya
مثانے,masaaney
طریقے,tareeqe
دفتری,daftari
ذری,zarri
شہ پارہ,shah-paara
قدر انداز,qadar-andaaz
دھڑنگ,dhadang
چارہ کار,chaara-kaar
اشواق,Ashwaq
اعتماد,etimad
اباہن,abaahan
کرامات,karamat
تہائی,tihayee
سائیکلونی,cyclonii-baarish
حق آشنا,Haq Ashna
ماجد,majid
دلایا,dalaayaa
نسوار,nasvaar
معجزہ,moajaza
تشبک,tashabbuk
نک,nak
پروٹوکول,protocol
ڈنگیا,dungyaa
راحت,rahat
لئے,ta
چوپڑی,chuupdii
نیوا,niivaa naas honaa
ڈھونڈنا,dhuundnaa
مسلمانوں,ke
چھپی,chapi
نفاست سے,nafaasat se
تڑت,tadit
تیز نظری,tez-nazarii
اپوٹ,apuut
دفتر انشاء,daftar-e-inshaa
نبض خالی,nabz-khaalii
عشرت نصیب,ishrat-nasiib
کاروباری,kaarobaari
وشواس,vishvaas
تادیہ,Taadiyah
عبدوس شہید,Abdus Shaheed
میرا,jo
فرم,frm
مستری خانہ,mistarii-khaana
سو سو,sau-sau
نظارہ,nazzare
بد سالا,bad-saalaa
ناہموار,naa-hamvaar
پنتوا,pantavaa
عاشقان,aashiqaan-e-zaar
خال خال,khaal-khaal
ابھارنا ubhaarna,ghussey meyn aana
مجھے,muhjey
مبارک سلامت,mubaarak-salaamat
احساسا ت,ehsasat
مجداد,Mujaddad
رکھے,rakhay
کے,rasool
الزام,ilzaam
اگرش,agrish
فریضہ,fariizah
حیائی,hayaaii
نضارت سرشت,nazaarat-sarisht
گڑپاپڑا,gud-paapdaa
فوزان,Fawzan
خزادہ,Khuzadah
مریل آدمی,maryal aadmi daryaa
ساروان,saarvaan
فرمائے،,farmaye
خرامی,kharami
فیروز,Feroz
گپ شپ,gap-shap
روشن دان,raushan-daan
تیلیاں,tiiliyaan
معذبہ,muhazzaba
زاکیہ,Zaakiya
بھسمانگ,bhasmaang
ڈولی بان,dolii-baan
براز,baraaj
عصمت,dry
راستینہ,Rastinah
دستخطی,dast-khatii
چھٹکے,chhatke
جوشیل,pn joshiila
پچاس,pachchas
نفتا,naftaa
ٹھمک ٹھمک,thumak-thumak
کرپائیں,krpayin
کاری،,kari
غیرقانونی,gair-qaanuunii
نور افروز,nuur-afroz
مشرہ,musharrah
زر خطیر,zar-e-khatiir
رام رس,raam-ras
ہنہناہٹ,hinhinaahat
تنظیموں,tanzeemom
مژد,muzhd
تعملات,taammulaat
مسماری,mismaarii
مشرب,mashrab
مجسمات,mujassamaat
کد,kad
آوتار,avtaaruu
پھپیری,phupiirii
کریا,kariyaa
رتوب,Ratub
آسمانوں,asmano
قطیعت,qataiyat
ناپ تول,naap-tol
چچوڑ,chachod
اثقل,asqal
نوحہ,nauha
عبد الرحمان,Abdalrahman
افضل,afizal
بد بین,bad-biin
اوکن,uuknaa
موسوعات,mausuu'aat
مامون,Maamun
نيڈ,need
بینوں,beenon
سیرا,Siira
دیکھنے کی,dekhne kii
کینیڈا,canada
چوچی,chuuchii
رقیہ,ruqayya
جنہوں,jinhon
خطاب وداعی,khitaab e widaa^
موٹی,moti
توغطیف,to ghateef
خریدا,qarida
بچھڑ,bichhad
دردناک,azaab
فرخان,Farkhan
دھانت,dhaant
نقض ظہر,naqz-e-zahr
چھیتا,chhiitaa
دعوی,daawa
چوڑیا,chuudyaa
پایاھ,paya hijri
ستائش,sataaish karna
خفیفہ,Khafeefah
فتوحات,futuhaat
اوہ آہ,aah-e-mardaan na uuh-e-zanaan
دیں,deen
حوا,Hawwa
دشمنوں,dushmano
مول بیاج,muul-byaaj
مطالعہ,mutaale
یوراج,Yuvraaj
مہا دھن,mahaa-dhan
اخر,ukhraa
ایوانوں,aiwaanon
شب فرقت,shab-e-furqat
مہتدی,Mohtidi
خبط الحواس,khabt-ul-havaas
سوقیانہ پن,suuqyaana-pan
تاپسی,taapasii
صوبہ,suba
طہٰ,Taha
پڑھنی,padhni
لادنا,laadnaa
آستاوا,aastaavaa
قازقوں,qaziqon
سجھا,sujha
چھہترواں,chhihattarvaan
ہیں,baatein
من کی موج,man kii mauj
چھیڑیں,chheden chalnaa
نیتا,netaa
اپنی,mein
عفت,iffat
حوامیم,havaamiim
ڈرتا,nikhattuu aae ladtaa kamaauu aae dartaa
فخامت,fakhaamat
برجی,burjii
نطیل,Natila
فتح باب,fath-e-baab
غروب,guroob
اتاری,gayi
سوسنی,Sausani
ستار,Sattar
مفعول معہ,maf'uul-ma'ahu
ایرفورس,air-force
خاص و عام,khaas-o-'aam
قادری,qaadri
انشٹ,anisht
طرب جوشی,tarab-joshii
بے چون و چرا,be-chuun-o-charaa
اسکالر,scholar
موتیا جانور,motiyaa-jaanvar
سروری,Sarvari
کلنڈر,calander
چرخے,charkhe
کلبار,Kalbaar
نظم و ربط,nazm-o-rabt
ژند,zind
اریل,Ireel
نتیجہ,natija
ٹھیک,thiik
موجودہ,mojooda
نرمل جل,nirmal-jal
ًطنزاtañzan,possible
NRLL,nrll
میرے,ke
جمورا,jamuuraa
نپال,nepal
مارقی,maariqiin
برم بھاٹ,birm-bhaat
آب دیدہ,aab-diida
مخلوط وزارت,makhluut-vazaarat
سماج سدھار,samaaj-sudhaar
اِس,anjaam
طلابانی,talabani
تبرزنی,tabar-zanii
زیوروں,ornaments
بلجئیم,belgium
ٹچنگ,touching
لاعلمی,la-ilmi
مرنا,marnaa
لب جو,lab-e-juu
ماگھ,magh
وتجلیات,wa tajalliyaat
رنگا,rngranga rang
منھیار,manhiyaar
جھاڑو تارا,jhaaduu-taaraa
پھسلواںںں,phisal waan
ضمار,Zamar
تماشا گاہ عالم,tamaashaa-gaah-e-'aalam
تکثریت,taksiriyat
نیک,mere
دبا,dba
خرام,khiraam
بوند بوند,buund-buund
استفادہ,istifada
افقر,afqar
ماوشما,maa-o-shumaa
مونڈنا,muundnaa
دھاڑے,dhaade kii dhaadaa
سرتول,sar tol honaa
کرلیے,kar liye
مہینہ,maheena
دربانی,darbani
زکال,zukaal
زبانی,zabaani
جوع البقر,juu'-ul-baqar
بلاؤں,balaaon se bachnaa
براسہ,bi-raasihi
نگ گھر,nag-ghar
مرزہ,marza
آسمان,phir
گھلا ہوا,ghulaa huaa
برابول,buraa-bol
ستاروں,sitaron
بھتیجا,bhatiijaa
ظرافت,Zerafet
غریب غربا,gariib-gurabaa
زرہ کلاہ,zirah-kulaah
سفک,safk
ماسفودون,maasafoduun
جوبن وان,joban-vaan
پرہیزگاروں,parhezgaaro
زمانہ کمبری,zamaana-e-kambarii
شوصہ,shausa
لبوں سے,mt`lqlabon sey muta^alliq
ہانڈ,haandiyaa
رزانت,Razaanat
کٹتی,katti
شہیرہ,Shaheera
نمبر وار,number-vaar
گاڑا,gaadaa
سے,kashaan
شیلان,Shillan
ایمونیا,ammonia
آکسائیڈ,hydroxide
توقع,tawaqqa
نسوانیت,niswaaniyat
برز,Barz
لاعنہ,lahaanaa
چولستان,cholistaan
گستاخانہ,gustaakhaana
مقصد یت,maqsadiyat
خرد و کبیر,khurd-o-kabiir
سنو,na
جو,ja
المثل,ilm-e-sulaasii
پرے پرے,pare-pare
چاغامہ,Chaghamah
لدائی,ladaaii
ذلاقت,Zalaqat
مرد,mardh
نقشۂ گرد آوری سالانہ,naqsha-gird-aavarii-saalaana
عبد الخالق,Abdul Khaaliq
ٹیڑھا,tedhaa
قادم,Qaadam
تھام,tham
میسر,muyassar
مضطرب الحدیث,muztarib-ul-hadiis
تسہیل,Tasheel
تناسبات لفظی,tanaasubaat-e-lafzii
روداہ,Raudah
چومصرعی,chau-misra'ii
چودہ,chau dah
میوں,miyon
ہزت,hazzat
الكبير,al-kabeer
بد گمان,bad-gumaan
مدرسہ ثانوی,saanavii-madrasa
دنیاکے,duniyaa ke
استرحام,istirhaam
ہوائیں,havaen
شفق زار,shafaq-zaar
اصوات,asvaat
نسوانیات,nisvaaniyaat
امتیازیت,imtiyaaziyat
تلویح بلاغت,talviih-e-balaagat
جوا,jawa
بھی,sun
قارئین,qaariiin
دھیے,dhayye
جناتا,jinn utaarnaa
سالنامہ,saalnaama
گنوار,ganwaar
مبنی بر انصاف,mabnii-bar-insaaf
شانہ بینی,shaana-biinii
داستان دل,daastaan-e-dil
پروکشن,prokshan
پیش افتادہ,pesh-uftaada
یرسل,Yarsal
شبرات,shabaraat
شاذ,shaaz
میسج,msg
تھک جانا,haath thak jaanaa
تضحیکی خاکہ,tazhiikii-khaaka
عجز بیاں,ijz-e-bayaan
و,vaaya
نمائی,numaaii
زہید,Zaheed
گے,kya
ذباب جنوبی,zubaab-e-januubii
مکر,makkar
تجاہل,tajaahul
شب گل,Shab Gul
سسٹم,vadera-system
سرسلا,sarsalaa
معاشرتی نظام,mu'aasharatii-nizaam
ڈہگان,dahgaan
زمعہ,zamaa
پیتلی,piitalii
تمادی,tamaadii
تر,lasting
سخت,quwwath
قاءم,qaim
من منوتی,man-manautii
طواف بیت اللہ,tavaaf-e-baitullaah
ٹک مارک,tick-mark
کمرہ,chhota kamrah
ذیابطیس,ziabetis
فيبرياري,february
با زی,bazya
طبیعت کی افتاد,tabii'at kii uftaad
کنگھی,chwttykanghi choti
چھتی,chhati
کوتاہ فہم,kotaah-fahm
سپینوف,spenof
نیم اسپہ,niim-aspa
مسرح,Masarrah
دست بازی,dast-baazii
نادانی,nadaani
کینہ وری,kiina-varii
نام کی رٹ,naam kii rat
مینیسوٹا,minnesota
بِشَرْطِ,bashart
سگن,sign
ملاتا,milaata
معاشرتی عمل,mu'aasharatii-'amal
نویسی,naweysi
رسال,rasaal
محترم,Muhtaram
مہراب,mehrabpur
یار,Yaar
خاتم المرسلین,khaatim-ul-mursaliin
محروسہ,mahruusa
اپنے لیکھے,apne lekhe
کشانہ,kushana
پیدائشی,paidaishi
طاق ایوان,taaq-e-aivaan
موجزن,maujzan
بک بائنڈر,book-binder
گے،,halaan
اساتذہ,asaatzah
دینار,Deenar
سڑکانہ,sadkaanah
سمیع,Samee
وه,parinda
لولاک,laulak
آٹے می,aatey meyn namak
راج پاٹ,raajpaat
جھا,jhaa
فرہادؔ,farhad
سنہا,sunhaar
مینڈک,mendak
مشرف,Musharaff
منصرم,Munsaram
امرتسر,amritsar
رد اعمال,rad-e-aa'maal
کیموس,kaimuus
بنائے,banaae
سونک بوم,sonic-boom
الحکم,al-hakam
نو یونانی,nau-yuunaanii
تیڑھے پن,sy teyrhey sey
دانت,pysndaant piisna
حائقہ,Haaiqah
تریڑا,tariidaa
کہہ,munafiq
یونانگ,unang
گئی,di
الخلقتâjiib,khilqat
جھابلی,jhaablii
کوکر کھانسی,kuukar-khaansii
دم تلقین,dam-e-talqiin
کعب,kaa'b
تجگری,tajgarii
تفصیل,detail
برپا,mein
سپڑدا,sapaddaa
میشیل,Mishel
ستھرا,sms
خداوندزادہ,khudaavand-zaada
مسلک توکل,maslak-e-tavakkul
جلاوطن,jalaa-vatan
دیا ال دین,Diya Al Din
نگاہ کشفی,nigaah-e-kashfii
سدھاوٹ,sidhaawat
ناخلیدہ,naa-khaliida
عبرت ناک,ibrat-naak
المیرا,Elmira
پہاڑی ٹیلو,pahaadii-tiilo
بقچہ,buqcha
بڑائی,badaayi
قتاد,qataad
فیصلہ,mein
مظاہر امکانی,mazaahir-imkaanii
ذمیم,Zamim
جھومرہ,jhuumra
نگاہ روبرو,nigaah-ruubaruu
پکوڑے,pakaude bechnaa
ولایت,Wilayat
سماعت,hearing
فلقہ,falqa
چلوں,chalun
نائب مختار,naaib-mukhtaar
عبادتی,ibaadatii
طرزِبودوباش,tarz bood wa baash
تھا,siwaye
ابرک کا کنول,abrak kaa kanval
اچنبا,achanbaa
تونسوی,tonswi
مقناطیسی اثر,miqnaatiisii-asar
شعشعہ,sha'sha'a
دسنتر,dasantar
بندہ خانہ,banda-khaana
پن,pan
ندب,nadab
nabeyRna,chhii
قویونلو,qavivanalo
خاتم سلیمان,khaatam-e-sulaimaanii
مطلع ثانی,matla'-e-saanii
جو,jo
بیٹا,beta
فولنج,folanj
ندا,Nada
لٹا,lutai
فلم بندی,film-bandii
اذن,ke
سہ گونگی,sih-gaungii
سنو!,suno
نیک دل,nek-dil
حد,had
نہالہ,Nihaalah
پیام,Piam
پرتن,partan
بٹیروں,bateron
ثقیہ,saqiih
جون/جولائی,june/july
ٹوم چھلا,tuum-chhalaa
ترشی,Torshi
مشارب,Musharib
جھپیٹے,jhapete
سلور پلیٹ,silver-plate
ذوالفقار,zulfiqaar
شطرنج کا پیادہ,shatranj kaa pyaada
احوال,ahwal
پرہلاد,prahlaad
دیکھی,qareeb
اور,yousuf
لُغت,lughat
کرسی عدل,kursii-e-'adl
زینے,ziine ke dande
جیٹھی,jethii
مخمس,mukhammas
کوامیخ,kavaamiikh
شادیہ,shaadii honaa
دیدب,diidbaan
ٹایر,tyre
آنٹ,aant
آب خورا,aab-khora
بوڑھا ٹھیڑا,buudhaa-thedaa
دیو قامت,dev-qaamat
نر اپرادھ,nir-apraadh
قافلہ,muskurata
میسر,mayassar
لیول,lavel
ذکوری,zukuurii
راہوں,shah-raahon
وجان,o jaan
رحاوی,rahaavii
تنخر,tanakhkhur
اتصال باہمی,itsaal e baahami
